{'loss': 1.8956, 'learning_rate': 2.9999999999999997e-06, 'epoch': 0.0, 'steps': 1}
{'loss': 2.1221, 'learning_rate': 5.999999999999999e-06, 'epoch': 0.0, 'steps': 2}
{'loss': 2.1755, 'learning_rate': 8.999999999999999e-06, 'epoch': 0.01, 'steps': 3}
{'loss': 2.2356, 'learning_rate': 1.1999999999999999e-05, 'epoch': 0.01, 'steps': 4}
{'loss': 2.2641, 'learning_rate': 1.4999999999999999e-05, 'epoch': 0.01, 'steps': 5}
{'loss': 2.2553, 'learning_rate': 1.7999999999999997e-05, 'epoch': 0.01, 'steps': 6}
{'loss': 2.2905, 'learning_rate': 2.1e-05, 'epoch': 0.01, 'steps': 7}
{'loss': 2.3035, 'learning_rate': 2.3999999999999997e-05, 'epoch': 0.02, 'steps': 8}
{'loss': 2.2943, 'learning_rate': 2.6999999999999996e-05, 'epoch': 0.02, 'steps': 9}
{'loss': 2.2847, 'learning_rate': 2.9999999999999997e-05, 'epoch': 0.02, 'steps': 10}
{'loss': 2.2952, 'learning_rate': 3.2999999999999996e-05, 'epoch': 0.02, 'steps': 11}
{'loss': 2.2886, 'learning_rate': 3.5999999999999994e-05, 'epoch': 0.02, 'steps': 12}
{'loss': 2.2738, 'learning_rate': 3.9e-05, 'epoch': 0.03, 'steps': 13}
{'loss': 2.268, 'learning_rate': 4.2e-05, 'epoch': 0.03, 'steps': 14}
{'loss': 2.2501, 'learning_rate': 4.4999999999999996e-05, 'epoch': 0.03, 'steps': 15}
{'loss': 2.2215, 'learning_rate': 4.7999999999999994e-05, 'epoch': 0.03, 'steps': 16}
{'loss': 2.1653, 'learning_rate': 5.1e-05, 'epoch': 0.03, 'steps': 17}
{'loss': 2.1622, 'learning_rate': 5.399999999999999e-05, 'epoch': 0.04, 'steps': 18}
{'loss': 2.1279, 'learning_rate': 5.6999999999999996e-05, 'epoch': 0.04, 'steps': 19}
{'loss': 2.0787, 'learning_rate': 5.9999999999999995e-05, 'epoch': 0.04, 'steps': 20}
