{'loss': 1.8372, 'learning_rate': 2.9999999999999997e-06, 'epoch': 0.0, 'steps': 1}
{'loss': 2.0425, 'learning_rate': 5.999999999999999e-06, 'epoch': 0.0, 'steps': 2}
{'loss': 2.1156, 'learning_rate': 8.999999999999999e-06, 'epoch': 0.01, 'steps': 3}
{'loss': 2.1208, 'learning_rate': 1.1999999999999999e-05, 'epoch': 0.01, 'steps': 4}
{'loss': 2.1735, 'learning_rate': 1.4999999999999999e-05, 'epoch': 0.01, 'steps': 5}
{'loss': 2.1556, 'learning_rate': 1.7999999999999997e-05, 'epoch': 0.01, 'steps': 6}
{'loss': 2.1709, 'learning_rate': 2.1e-05, 'epoch': 0.01, 'steps': 7}
{'loss': 2.1888, 'learning_rate': 2.3999999999999997e-05, 'epoch': 0.02, 'steps': 8}
{'loss': 2.1776, 'learning_rate': 2.6999999999999996e-05, 'epoch': 0.02, 'steps': 9}
{'loss': 2.1508, 'learning_rate': 2.9999999999999997e-05, 'epoch': 0.02, 'steps': 10}
{'loss': 2.1489, 'learning_rate': 3.2999999999999996e-05, 'epoch': 0.02, 'steps': 11}
{'loss': 2.1354, 'learning_rate': 3.5999999999999994e-05, 'epoch': 0.02, 'steps': 12}
{'loss': 2.1252, 'learning_rate': 3.9e-05, 'epoch': 0.03, 'steps': 13}
{'loss': 2.1019, 'learning_rate': 4.2e-05, 'epoch': 0.03, 'steps': 14}
{'loss': 2.09, 'learning_rate': 4.4999999999999996e-05, 'epoch': 0.03, 'steps': 15}
{'loss': 2.0654, 'learning_rate': 4.7999999999999994e-05, 'epoch': 0.03, 'steps': 16}
{'loss': 2.0149, 'learning_rate': 5.1e-05, 'epoch': 0.03, 'steps': 17}
{'loss': 1.9671, 'learning_rate': 5.399999999999999e-05, 'epoch': 0.04, 'steps': 18}
{'loss': 1.9768, 'learning_rate': 5.6999999999999996e-05, 'epoch': 0.04, 'steps': 19}
{'loss': 1.9516, 'learning_rate': 5.9999999999999995e-05, 'epoch': 0.04, 'steps': 20}
{'loss': 1.915, 'learning_rate': 6.299999999999999e-05, 'epoch': 0.04, 'steps': 21}
{'loss': 1.8784, 'learning_rate': 6.599999999999999e-05, 'epoch': 0.04, 'steps': 22}
{'loss': 1.8423, 'learning_rate': 6.9e-05, 'epoch': 0.05, 'steps': 23}
{'loss': 1.7724, 'learning_rate': 7.199999999999999e-05, 'epoch': 0.05, 'steps': 24}
{'loss': 1.6914, 'learning_rate': 7.5e-05, 'epoch': 0.05, 'steps': 25}
{'loss': 1.5768, 'learning_rate': 7.8e-05, 'epoch': 0.05, 'steps': 26}
{'loss': 1.5595, 'learning_rate': 8.1e-05, 'epoch': 0.05, 'steps': 27}
{'loss': 1.4603, 'learning_rate': 8.4e-05, 'epoch': 0.06, 'steps': 28}
{'loss': 1.3952, 'learning_rate': 8.699999999999999e-05, 'epoch': 0.06, 'steps': 29}
{'loss': 1.3094, 'learning_rate': 8.999999999999999e-05, 'epoch': 0.06, 'steps': 30}
